timestep,walker0_x,walker0_y,walker1_x,walker1_y,walker2_x,walker2_y,walker3_x,walker3_y
35,8.957330312721968,5.708218396915357,-5.260656962103849,3.4227112534488704,-1.0,3.0,33.371920558027426,0.4543580619033356
36,8.651865289006315,6.3825666609548835,-6.032567431679789,5.136660387951893,-2.0,4.0,34.06300975218755,-0.26841142120667894
37,9.325274801561834,7.419078371109444,-4.886202173722607,4.752824361351586,-1.0,5.0,34.71828829680286,-1.0237987582509498
38,11.252410210518422,9.069572996870138,-3.684847875410567,5.090159044172985,0.0,6.0,35.330101737840316,-1.8148008526640467
39,11.661717106998985,7.911871426910455,-2.9791657461440764,6.764401039980967,1.0,7.0,35.95788800211067,-2.593186622313949
40,11.247655209367544,7.888995196026352,-2.31283503173837,7.296932350622447,2.0,8.0,36.68804307012239,-3.2764680992008888
41,10.259680714416042,8.444997533474911,-1.7605276216402466,7.1751816293847135,1.0,9.0,37.68421440979154,-3.363890419129967
42,10.027727133941644,7.739750367992366,-0.298856904932872,8.608020708754779,0.0,10.0,38.68288984771937,-3.3124378226974356
43,8.746958970569914,6.835225179428131,-0.13988675676159298,6.929102724878913,-1.0,11.0,39.61920910993516,-3.66358770409237
44,7.917634625866559,6.841584246162749,1.427683575962568,8.015293761075181,-2.0,10.0,40.60739044817289,-3.816877112593697
45,6.693670773668511,5.935664977758505,2.271437643610212,7.126451611805494,-3.0,9.0,41.59136791363491,-3.995169982509861
46,6.276311405989683,5.0694524664093,1.2392748329601062,8.661262252931257,-2.0,8.0,42.44715566039461,-4.51249708647404
47,6.3921749129760235,6.179510716402725,1.935078040271192,10.365265600187062,-1.0,9.0,43.10624077373308,-5.264565443324408
48,4.876748188393595,5.846618424750128,2.500845521104065,11.903610849278095,-2.0,10.0,43.71469653366962,-6.058153238215465
49,6.214627875315264,6.313810461423359,3.8006539834858004,10.825309041282273,-1.0,11.0,44.37603622056069,-6.808239778917811
50,5.981615454044485,5.619030327639928,4.329938464805889,11.057996649213754,0.0,10.0,45.10936162039777,-7.488117604673136
51,7.743834590588683,6.078784656352303,3.1163833008316537,11.30525935869084,1.0,11.0,45.598567264052996,-8.360286073614702
52,6.642186458834093,6.689137608255432,1.47185721548102,10.751134640250266,2.0,10.0,46.016838336709874,-9.268608323578041
53,4.97543215745407,6.816161249868999,0.01702445397001462,10.304451605281244,1.0,11.0,46.56366670275924,-10.105853053680168
54,5.558593451639833,5.690884756627247,0.5805680594872054,9.301521296848822,2.0,12.0,46.842938318071,-11.066065199448571
55,4.315720802522079,4.947226380563569,-1.05604245308559,9.460230736731056,1.0,11.0,47.13143151566486,-12.023547144417808
56,4.184686617438465,4.997272690298086,-2.3468309250387653,10.060676693978937,0.0,12.0,47.23779288578028,-13.017874685496285
57,4.052481191044782,4.476205267616586,-3.0522633331237206,9.184440256969145,1.0,13.0,47.79326463738661,-13.849410092540019
58,2.3528621096859035,5.386938374481201,-4.163533771776028,8.984673928934146,0.0,14.0,48.352781440727405,-14.678229099790277
59,1.1746804589523818,6.717853913956231,-3.601038673738055,9.397368961415877,-1.0,13.0,48.866134207589894,-15.536406783463436
60,0.8118183978286417,6.8613044308127344,-2.53672230221626,9.300281683241138,-2.0,14.0,49.138851070442776,-16.498501120166278
61,0.5414388300904234,5.670701564046926,-1.5882974614558392,9.558729151197019,-3.0,15.0,49.33266566434585,-17.479539296380732
62,1.485435575605643,4.686310791213241,-1.3811742421214204,9.230224198188695,-4.0,14.0,49.74968031667699,-18.388439059688626
63,0.516434466772624,5.0802184874666345,-2.4468917366476117,10.587011246751024,-5.0,15.0,49.47737293014967,-19.35064937310387
64,-0.5968930494255695,6.247233972774717,-3.4313887751340513,9.931915294378184,-6.0,14.0,49.23988975151379,-20.32204102422354
65,-0.155357425571297,9.211576031651006,-2.4123564032965694,10.68339305303914,-5.0,15.0,48.7186411984168,-21.175445937435484
66,-1.0257751447286056,10.063065333653503,-1.7599234020091603,11.537641711845584,-6.0,16.0,47.79635297010471,-21.56194874973696
67,-1.5297046903745681,10.361153691222462,-0.3575841259303889,10.143697763892096,-7.0,17.0,46.797932850213904,-21.618138287884506
68,-0.21870644673649853,12.692074942119058,1.2584486564801654,9.17324230529791,-8.0,18.0,45.805321671803135,-21.739476857572726
69,-0.11507211223622954,12.261721357878224,0.8482845676627904,7.666866195726408,-9.0,19.0,44.84164103321055,-22.006534204975456
70,0.2631101746109415,11.69282381118879,0.3462156633580701,6.549550335929329,-10.0,20.0,43.93635895198024,-22.431345166937728
71,1.3100630316739441,12.171697529537445,0.5850457293709111,7.8630916127485255,-9.0,19.0,43.04934368538786,-22.893085263563577
72,1.0087450086089116,10.710530316750326,0.05821822905636043,6.301034808137688,-10.0,18.0,42.05076330541446,-22.83981965803627
73,1.158583418436792,10.932700724849585,1.2405888526803548,4.901276276976168,-9.0,19.0,41.069627432613295,-22.64650023556999
74,1.3402107683414353,10.39237447787628,2.132648773648246,3.6434332699655805,-8.0,18.0,40.180812225291916,-23.104766017877875
75,3.3026622195091626,11.861495254912183,2.7117384025989724,4.688437034192709,-7.0,17.0,39.79126371179879,-24.025771965543413
76,4.440975903756352,11.07064553719688,2.2600037409686444,4.941899880864263,-6.0,16.0,39.4820725293558,-24.976771867067857
77,5.5706808379238115,11.451195473660457,1.6203660139385003,4.199989365288876,-5.0,15.0,39.21064035733746,-25.939229438077305
78,4.108215865319397,10.216866135654161,2.107357648273483,4.892264028965613,-4.0,14.0,38.86831153147363,-26.87880965018412
79,5.258841502346717,10.545402329188253,1.6518822860059568,4.831639064717992,-3.0,13.0,38.05333064715065,-27.458297491461344
80,5.0806184447397325,10.573967051351303,1.0269312998784224,4.977857216619409,-4.0,14.0,37.14864618642611,-27.88437967428944
81,5.266712957640527,10.990698448515053,0.02289776958500145,5.0372650646519626,-5.0,13.0,36.149229788848736,-27.918539069094592
82,5.231770474297351,12.2654760978098,-0.033008285007916416,6.275224927710885,-4.0,12.0,35.149619982801966,-27.890606370421942
83,4.869658728683961,13.582180223799401,-1.476168074135543,7.538586346589126,-3.0,11.0,34.15601054044555,-28.00347920178612
84,6.601717339911183,12.803990429824482,-2.5732818069834558,6.232304662025028,-2.0,10.0,33.16349696204925,-28.12561354052415
85,7.753710344035998,12.98082072320261,-1.9400314501086189,7.767300626817109,-1.0,9.0,32.20106143981036,-28.39712388200814
86,7.463465458277509,12.808249534602043,-2.656822328123857,8.268109583972667,0.0,8.0,31.246214211157017,-28.10002664214713
87,7.75501755699488,12.001985457580417,-1.4622432384239061,8.63400759573268,-1.0,7.0,30.266673398096994,-27.898781032133627
88,9.293861169414107,10.648453760313998,0.21410078964228219,8.812920685509248,-2.0,6.0,29.362845246199647,-27.470885400188372
89,9.617990352347423,12.070433513803039,-0.49679521242237823,8.066901620813757,-3.0,7.0,28.414832743321707,-27.1526523183331
90,9.645198741573214,12.30932821159141,-1.4193273556167867,7.448714410981807,-2.0,6.0,27.520514775878446,-26.705220342376805
91,9.002877294939701,12.888495448872812,-0.08130503767413044,6.734007110356669,-3.0,5.0,26.550441869619192,-26.462406511342152
92,9.649203806656931,12.017139694662621,0.8467646029721406,7.341762273286476,-4.0,6.0,25.63241046504041,-26.065898831458
93,8.626718923854877,11.465961631067776,-0.5741029975251838,6.204751540551105,-5.0,7.0,24.681326156221928,-25.756967386766355
94,8.319947643691256,11.57997906073518,-1.8584070190646877,7.392923470140933,-6.0,6.0,23.689174436980785,-25.63192752909351
95,8.588617772397779,9.42547713859296,-2.6879305755848715,7.000413713834154,-5.0,7.0,22.96444165953863,-24.94289748526307
96,7.178029393791457,8.976125969518915,-2.888725707784154,7.077678247384099,-6.0,8.0,22.277610097039585,-24.216080861378394
97,6.0946469382766395,8.74962050675515,-3.454854570181576,7.44571126233683,-5.0,7.0,21.930489430048613,-23.278260386795044
98,5.086910341834164,8.261687398959918,-3.664778832931695,5.859430701160283,-4.0,6.0,21.20374991246982,-22.59134723828983
99,4.931602612663199,10.132017486150803,-3.464742213869192,5.9976396447788956,-5.0,7.0,20.6694444975582,-21.746055736146268
100,5.845743059018436,7.531901245575167,-4.6862119550078,6.056453808934422,-6.0,8.0,20.579795018845665,-20.750082357502755
101,4.889603011590445,7.174194057373022,-4.797396920548256,4.979440905273869,-7.0,7.0,20.558971566089202,-19.750299189103078
102,4.583206312755987,7.636234915324525,-3.7993988698479724,3.7751352822858824,-8.0,8.0,20.348501647320326,-18.772698854971885
103,4.256838120319463,5.893653716139504,-2.7617543091055587,3.167779630890566,-9.0,9.0,19.64649342546647,-18.06053001512449
104,3.8404468764839432,7.2010875076593965,-2.2343693137863863,2.6427778171484615,-10.0,8.0,18.958965170274077,-17.33437238877047
105,2.111169343521325,3.41077418470053,-3.720792604944469,2.6442304270790364,-11.0,7.0,18.268269036740072,-16.611227278076097
106,0.08056645014490238,3.3273570487647586,-2.4718570977299033,1.8684837022321137,-10.0,8.0,17.66385051631233,-15.814560313677585
107,-0.1638250391669007,4.22164163723246,-1.8629968852885064,0.18801678401660382,-9.0,7.0,16.959947954247337,-15.104263767776974
108,-1.9165761900972802,6.086946753603483,-1.753366421806484,1.4247846465271157,-8.0,8.0,16.375725505371328,-14.292670193240236
109,-3.3531236580941144,5.555857038591224,-0.7362206008662144,1.8494799837830387,-7.0,9.0,15.466969171263148,-13.875343073083563
110,-4.607699909031556,5.877172736387201,-1.8756056026471324,1.2388625503970097,-6.0,10.0,14.493899147069893,-13.644833359586412
111,-2.794016772420891,5.585362012689293,-1.6242301043774539,-0.029512901609131337,-7.0,11.0,13.573195290144358,-13.25457138623717
112,-3.958004714122278,5.797551656332102,-1.767898435362894,0.6114094134410587,-8.0,12.0,12.573384704405491,-13.235108790200075
113,-5.322493352636698,5.955017296007346,-3.079810089823164,0.6276486857989102,-7.0,11.0,11.621054846996186,-13.54017901602812
114,-6.024830661842092,6.101546263562217,-1.718205994250086,1.2815981338372682,-6.0,12.0,10.632171108457717,-13.688869808124268
115,-6.8310306984476625,7.251868222933642,-2.0409989827825012,2.2717153341451697,-5.0,13.0,9.665913542922702,-13.946447596464695
116,-7.305202241912894,7.0132657041055255,-2.530067092027259,3.0632919586809937,-6.0,14.0,9.066520910931843,-14.746902762426581
117,-7.0803839554902375,5.384736573304768,-2.1734207555667946,4.056810849699977,-5.0,15.0,8.33499546939191,-15.428716907468914
118,-6.842247734959484,5.798836780941434,-2.084983926774303,2.882842612553918,-6.0,14.0,7.740987018065363,-16.23317570675738
119,-5.209735867438353,6.272865959407695,-1.223283256649491,2.9409260737976437,-5.0,15.0,7.130281253437475,-17.025033313306857
120,-4.397445410268189,7.609902648633587,0.46195146806515974,3.39174140698541,-6.0,16.0,6.537719736438506,-17.830558513764224
121,-4.900260022935498,8.81776952004118,2.0779289923595035,2.26718835964083,-5.0,15.0,6.510622016763897,-18.83019130313662
122,-5.18360440731021,8.857415478240977,2.5219627140053604,3.1237580573299737,-6.0,14.0,6.096443487865493,-19.740386966826332
123,-3.565312021864421,9.190843203859918,2.3812700636111077,2.4560006543844706,-7.0,15.0,5.280746100815662,-20.318865810657357
124,-4.531200870902025,8.135133597667114,3.9518337541836392,0.9816062953219638,-6.0,14.0,4.318540090130893,-20.591188400616584
125,-4.466489657810969,8.539195238170965,2.9684368818698212,2.2916068603290256,-5.0,13.0,3.3385279118686677,-20.790125904515996
126,-3.9938012099805538,9.025391452873006,3.740368821243001,1.4611566141317176,-6.0,14.0,2.3835394361185567,-21.086768806309514
127,-5.471827688270143,9.052661446578197,3.178247955945441,0.9283951256708168,-7.0,15.0,1.3869487513340046,-21.169273394064728
128,-4.393703193609841,8.045161063453438,1.8882252306125347,-0.6995138915940958,-6.0,14.0,0.40471501824799305,-20.981611747509238
129,-6.235229785158109,8.942260561812944,1.3638770031053686,0.11107113624203124,-5.0,13.0,-0.27327976826164657,-20.246545036614403
130,-5.283384140169109,7.509420247222306,1.380799450131464,-0.8384928310663293,-6.0,14.0,-1.1826617770474257,-19.830583064678578
131,-5.316044614737588,6.278837167271239,1.9491391080869058,0.3842029227237076,-5.0,13.0,-2.03942026229827,-19.31486521744942
132,-5.688439550453812,6.730721225143244,1.5558810849202893,-0.20657926590211773,-6.0,12.0,-2.974221183016323,-18.959693092100764
133,-4.995255677662736,7.131210997853917,1.4873569512234495,-0.8608748546633032,-7.0,11.0,-3.972031406836947,-19.025835039751524
134,-5.143726496413647,6.2952008783887035,2.1001797090680236,0.13812421743854608,-6.0,12.0,-4.967674235704383,-19.11908393961018
135,-2.7389053336225566,6.073485097737652,1.7104301299142788,0.7072730432948499,-5.0,13.0,-5.88452000844199,-19.518325506851344
136,0.033441488057639024,5.560282822356781,3.16537350444287,2.18361291036603,-6.0,12.0,-6.533644804837983,-20.279007436900862
137,1.16788178311914,5.678929111294576,1.5510140365134903,2.7544741087244904,-5.0,13.0,-6.837119774370718,-21.231846847749882
138,2.586174917043479,3.968946629661105,2.142803763425509,3.5888738429349374,-6.0,14.0,-7.113526152029281,-22.19288769724051
139,2.422553913389819,3.8476007262057057,0.8894273388641496,4.11516140024341,-5.0,15.0,-7.2785944835067555,-23.179169830275093
140,1.9777900441544243,4.7577676678943,1.4886745044110126,2.6693501562262396,-4.0,16.0,-7.56487419923206,-24.137315917447733
141,0.5153218874954866,5.287337197813833,2.3845762646093993,2.849248499784677,-5.0,17.0,-8.193721510313598,-24.914844733213116
142,0.23860115160939643,5.988897212391508,3.620408890270517,2.6206322635996635,-4.0,18.0,-8.740338309809584,-25.752227605326443
143,-0.4485900339689306,5.395211448518787,3.3898362049211292,1.3251873994797927,-5.0,19.0,-8.94382974588045,-26.731304331352455
144,0.3459166371769118,5.070129551082202,3.8600233277687748,0.024018162553798295,-6.0,18.0,-9.007784111437564,-27.729257155450963
145,-0.4850513210872702,4.650143375972543,3.268696369328716,0.14361911220308915,-5.0,17.0,-9.21686011124623,-28.707156550227342
146,-0.9347810967683617,5.0446523975799575,2.6863667366511788,-1.3920334474491318,-6.0,16.0,-9.461118969724467,-29.676866615171967
147,-0.5307085058158576,5.032049180278945,2.478084684889127,-2.543126160823322,-7.0,17.0,-10.012990787626377,-30.510795566945223
148,0.19506203427527102,5.860611169419186,2.598935899418349,-2.0113546333516688,-6.0,16.0,-10.46520370092054,-31.40270558541682
149,-1.5620338379023329,5.566938166041457,3.546638954697959,-3.252198727175802,-7.0,17.0,-11.184997967847828,-32.096893033660166
150,-2.1015077005905862,5.869489639606284,3.5882636948614484,-3.185864727844012,-6.0,16.0,-11.78691796408654,-32.895449429995445
151,-3.3198457174446308,4.855910956418091,5.120491326901991,-4.8091986272939184,-7.0,15.0,-11.868218046992046,-33.89213909910994
152,-3.0065171056600217,3.9925914630731256,5.749256610185771,-6.262964113919856,-8.0,14.0,-11.884427268665299,-34.89200772104621
153,-4.70658121197737,3.6833474983643026,6.165549168921779,-7.866540963356307,-9.0,15.0,-11.791679007263937,-35.887697311233346
154,-4.829082700134123,3.689205404768886,4.541064564017446,-8.301817370100707,-10.0,16.0,-11.234862986694662,-36.71833316360031
155,-4.761567905753641,2.739423438412015,3.480073498137897,-10.00820727643912,-9.0,17.0,-10.970612879887613,-37.68278735175674
156,-4.021919369518905,3.3568043205480684,4.245166358247624,-9.932665496787818,-10.0,16.0,-10.279387239716034,-38.40542634487113
157,-5.668080964809906,2.793161148657992,3.0534835465581125,-11.477911888505385,-11.0,15.0,-9.554283394933316,-39.09406588358592
158,-4.347693127047375,3.5970022779097643,1.946341483114855,-10.284025581384562,-12.0,16.0,-8.759217466615505,-39.70058890015507
159,-3.801715678650882,3.544916599262158,2.033081972898854,-9.32548977442358,-13.0,15.0,-7.984965179695868,-40.33346597842518
160,-3.967236129814754,2.4395293530860735,3.2072216720260838,-9.405111395083177,-12.0,16.0,-7.25132894404616,-41.013008378678265
161,-5.044811539454033,3.9079900767218287,4.256667423413407,-8.202688603484358,-11.0,17.0,-6.351116965031626,-41.448460319584186
162,-6.205413670698639,4.8865426872950115,5.168693661358673,-6.888280768896902,-10.0,18.0,-5.594572166684463,-42.10240218863208
163,-4.777800513048279,7.282340398067333,6.768175597560373,-5.334934630509233,-9.0,19.0,-5.1377878063936535,-42.99197964349125
164,-2.674147006260562,5.797321461647365,5.585915542189549,-4.63529245222632,-8.0,18.0,-4.71650324568944,-43.89890815165066
165,-3.223001721616213,6.265849696239619,6.497125915401055,-4.880906070911095,-7.0,17.0,-4.513752612715559,-44.87813855397112
166,-3.2173015792090998,5.478118217023984,4.872370614570391,-6.159580361869599,-6.0,18.0,-4.021510848599981,-45.748597080071235
167,-4.751347175802813,7.667775276350566,5.291609784075272,-5.05333043717064,-7.0,17.0,-3.7257452468707997,-46.70385762507128
168,-3.499930515910205,6.395323037943372,3.8617459454004184,-6.665085208073107,-8.0,18.0,-3.6211850491217557,-47.698376184499246
169,-3.364778916277502,6.415395057415919,5.014782750261496,-5.3847939638529,-9.0,17.0,-3.5695771997016017,-48.697043611563046
170,-2.4583911776880667,6.34580602636455,6.420896848273809,-5.530431761060632,-10.0,18.0,-3.7518532940984137,-49.68029099925927
171,-2.432194294474451,5.386210851446698,6.3070793228989865,-4.396736963234742,-11.0,19.0,-3.6783061272413984,-50.67758273904623
172,-4.29581839863131,5.39142449682427,5.679912061118896,-4.907207924877538,-12.0,18.0,-3.2638763988370916,-51.58766405421248
173,-4.795179771443557,7.5753424144846635,4.975165707982145,-5.518213810954002,-13.0,17.0,-3.6088201813006515,-52.526287400896194
174,-4.792177963049368,7.708030101320183,6.112828120906119,-3.8833466269368815,-12.0,18.0,-4.413416667313513,-53.12010933943986
175,-7.230220412280105,7.173990408374723,4.838748099308427,-4.153767530845126,-11.0,17.0,-4.989076874526757,-53.93779835479423
176,-8.179937310123133,7.08322413735265,4.441241080874745,-5.418604578699532,-12.0,16.0,-5.653578800354151,-54.685084906641436
177,-8.929940693653204,7.9725462449168605,3.8750869344016707,-5.08853029449682,-13.0,15.0,-6.483682750099281,-55.24269358001151
178,-8.147236323835928,6.411024669952009,3.6927421459336376,-4.903308525034422,-14.0,14.0,-7.455456053646246,-55.478610189247526
179,-7.96841606134485,7.215614158906772,2.1077986701332305,-4.015942125368671,-13.0,13.0,-8.380436392193396,-55.85862515382287
180,-8.232139690389118,5.529802953029391,1.2522763348114996,-3.970230483781519,-14.0,12.0,-9.357039745810441,-56.073673729042376
181,-9.44278926834837,5.5041431265344025,0.41176343259417614,-2.858437984577656,-13.0,11.0,-10.356143081704058,-56.03133551691378
182,-8.823425212992161,5.34465835072704,0.8944131147990435,-2.493367748872957,-12.0,12.0,-11.324241078803155,-55.78076363498622
183,-9.9488932329338,4.538128357872113,0.7794587767899834,-3.79586462008875,-13.0,11.0,-12.27570381969342,-55.47299967884843
184,-10.752185842091896,3.6010950950194958,1.4301333186135947,-4.961459106642144,-14.0,10.0,-13.220777626496162,-55.14614267694182
185,-10.407003627435255,4.78649275544791,1.0047694490616277,-5.846208296995962,-15.0,11.0,-14.220696419240674,-55.133398740487266
186,-11.11997741039363,5.066801264997669,-0.16197166871743862,-4.571284803959826,-14.0,10.0,-15.202916509547501,-55.32113178019432
187,-12.804522558316426,4.620407376943452,-0.2924895912913157,-4.236973000483509,-15.0,9.0,-16.201787410087544,-55.368638874973115
188,-11.765314406964794,4.839666121240297,0.431129841162192,-4.675729792086393,-14.0,10.0,-17.187413763770312,-55.53757877827015
189,-10.723053998091652,4.285386755497716,-1.1310436768341494,-6.301392442782828,-13.0,9.0,-17.790115934284277,-56.33554500165167
190,-10.825915599934396,4.739947629418764,-0.7759990722213568,-5.022214677876427,-14.0,8.0,-18.40517411440172,-57.12402672944922
191,-10.392899343735564,2.66291663597512,-2.237642320638745,-5.391061957239006,-13.0,9.0,-18.268373466196167,-58.11462532759609
192,-12.839951797373862,1.6829720086093722,-1.1385686905536396,-6.1965358967912305,-14.0,8.0,-18.210358626510704,-59.11294104838599
193,-12.991733977236862,2.4864584769219618,-0.721569327279185,-6.785225778421525,-15.0,9.0,-17.855779769469503,-60.047967162534334
194,-12.293010398485714,2.634274637629069,-0.6152853595021803,-7.797805919114433,-14.0,10.0,-17.101719167921118,-60.70477201117089
195,-13.280502003403862,2.312869254582107,-2.023587058446626,-6.565577082117291,-15.0,11.0,-16.1940058043469,-61.12436282325902
196,-13.749404628352918,2.6140819467614462,-0.8823526694815216,-5.246482909135531,-16.0,12.0,-15.545384757969568,-61.88547433821355
197,-14.286992815533457,1.732559887480262,-1.9391771593176337,-5.753593523793208,-15.0,13.0,-14.756781184516269,-62.50037628481698
198,-14.698783490753659,2.378607063817775,-0.6567454323874007,-7.332105783944228,-14.0,12.0,-13.916651731958165,-63.04276222023974
199,-15.403977244086088,3.0444881233557446,-1.0679016804754897,-5.689996263929628,-13.0,11.0,-12.923986045924613,-63.16365405524746
200,-15.18353083628899,4.326201739434275,-2.585448825630638,-6.516979704008058,-12.0,10.0,-12.002788439788084,-63.55274912132814
201,-14.42071141736865,4.385617243037413,-4.228672710481309,-7.610925744615859,-13.0,9.0,-11.116081680276483,-64.01508138565374
202,-13.893588591903312,3.6148260577805438,-5.458062910588314,-5.981513486444555,-14.0,8.0,-10.122706956290273,-64.13000160904944
203,-14.732227123954537,3.165663499464057,-5.3637429743689164,-7.4991489800720625,-15.0,9.0,-9.136532721476513,-63.964289875640205
204,-15.264203855257843,3.9406643169103615,-3.9480047578359634,-6.344322626219304,-16.0,8.0,-8.161369944451339,-63.742800466628054
205,-16.30158537941573,3.5813757740182584,-4.462262873625071,-6.816069857976488,-17.0,7.0,-7.1631205516636145,-63.801945625338966
206,-17.24802759242336,4.5076581141872225,-5.834360067835935,-7.42013429222732,-16.0,8.0,-6.21141720015062,-63.49492652052799
207,-18.37145298591795,4.501069669673649,-7.280197678937513,-8.116570238271455,-15.0,9.0,-5.329778880317849,-63.023000813448526
208,-19.429330397741307,5.8914242414412605,-8.77016429927167,-9.161295157470269,-14.0,8.0,-4.713675491693972,-62.23533551998551
209,-18.362935839750833,5.339761382043612,-9.315921382330533,-9.163731620062697,-15.0,9.0,-4.449837266349576,-61.27076857526518
210,-18.008011534199316,2.906133685167514,-9.184274609975564,-8.466999469860504,-14.0,8.0,-4.497252797413234,-60.27189332408816
211,-17.915734281277082,3.0851719169217993,-10.8181620270285,-8.971900340977761,-13.0,7.0,-4.921616076867135,-59.366401299246895
212,-18.957795390583602,3.0076414450372684,-11.384419671562767,-7.828848434978797,-12.0,6.0,-5.60671740305108,-58.63795351603866
213,-20.006497795265883,1.960340406503703,-12.166502829645268,-6.213137718017194,-13.0,5.0,-6.424771270140286,-58.06281190691931
214,-20.129223755079888,3.257507974961893,-11.659573882520544,-6.075277925349981,-14.0,4.0,-6.886510369240641,-57.175796121060905
215,-20.260222247057616,3.244245687552496,-11.997190289986326,-5.2308375992034595,-13.0,3.0,-7.290759007904126,-56.261146987163805
216,-21.082215273718145,4.418633708373939,-13.660652720606187,-4.942230443139612,-12.0,4.0,-7.644904241484195,-55.32595655012303
217,-20.6212263083958,6.050261571588193,-13.656886859778732,-5.279242221675707,-13.0,5.0,-8.043285823766311,-54.40873677553332
218,-20.125380436559027,5.724299356126287,-15.329619682835002,-6.284491130135335,-14.0,4.0,-8.761171470486616,-53.712575732215775
