timestep,walker0,walker1,walker2,walker3,walker4,walker5
24,-10.158794319456012,7.648082545436045,-9.611543233532824,1.7931650204330825,-3.170904176566811,-12.0
25,-9.495014681726552,9.113429125733218,-9.232226618163999,2.659172245833118,-4.076510413253517,-13.0
26,-7.971682191930985,8.967088007520426,-9.968444755755655,2.8133732675310807,-3.34698552079439,-12.0
27,-7.094466086773859,8.402241187838355,-12.114908131780954,0.05547502098994572,-4.200003178371633,-11.0
28,-6.483778196233136,8.234828068703267,-11.317743755475009,0.23817755428898718,-2.9783729539094574,-10.0
29,-5.737623182953497,8.889024502700845,-11.202765135285185,-2.5251456725774184,-2.126101735080688,-9.0
30,-3.7763024129919947,9.949123878933174,-10.765425938880753,-1.286225065150884,-3.384092516804592,-10.0
31,-2.3293347721119435,10.906208539144234,-10.930495575185931,-0.05681315072624282,-4.148381771351495,-11.0
32,-1.836584319167513,11.388616166340723,-11.516466404761587,0.7372229324009144,-5.32602925760808,-12.0
33,-2.153325993831715,10.825970651482415,-10.32910792796076,1.6987177140467264,-4.533852181796187,-11.0
34,-2.1973090393010426,10.303343669085391,-9.431448000081588,2.9834275432790998,-5.031365177560563,-12.0
35,0.28604000938915686,12.004250231320222,-10.405622708876514,4.139457969628522,-5.947796056747081,-13.0
36,0.3553037233118952,11.854484565860302,-11.251666328197782,5.411191131209736,-5.088544481611779,-14.0
37,0.2584033970040985,11.304668001471152,-10.444724589574847,5.588877717139807,-3.887349946466131,-13.0
38,-0.049103830789263614,11.171463150319429,-11.507901368525872,6.012061577175649,-4.8498291655014985,-12.0
39,-4.387284970938731,9.720994127716157,-13.21139465313242,6.5081837725844105,-5.8245191512530194,-13.0
40,-4.0601676210824715,10.290998677786357,-13.234560244365452,7.328151884710133,-6.320735492991838,-14.0
41,-6.956107004780551,8.93209206561396,-13.413770339014432,6.3135685611137795,-5.126134081688259,-15.0
42,-5.8131603357521255,7.736641812115863,-14.408408167673816,6.035330270132934,-3.9543689915772693,-14.0
43,-6.071224883717751,9.164265721265965,-14.48453043571092,6.797420331475481,-2.847539650925838,-15.0
44,-5.938344126398156,10.236425675145748,-14.654540193494624,7.760708935203483,-4.036444120202227,-16.0
45,-6.341674249423729,9.598974656549675,-14.638214644242524,7.1054984763365665,-5.117916606309711,-15.0
46,-8.165261616490696,10.039718460353193,-14.608001809667693,8.14079399854455,-6.406683791048597,-14.0
47,-9.622091380671442,9.248154636471014,-11.958632312831835,9.136687736174224,-7.079739065065415,-13.0
48,-8.445922617108964,8.203968248811757,-11.130367788787657,8.529584762613931,-5.912949525742819,-12.0
49,-8.357879629905872,7.274131809974532,-11.361500390230667,9.667372168853202,-7.124501659149425,-13.0
50,-7.6152591405421575,5.676502290061723,-11.063616126277084,9.518823084473208,-8.115749607230923,-12.0
51,-6.6137283116230465,3.9660844892601554,-10.982263888047301,9.119926669098293,-9.31877668743285,-11.0
52,-5.8526995530439585,3.8638108675706966,-11.650140466857678,10.127393222705686,-10.48522584509526,-12.0
53,-5.297061195515723,4.436667161586379,-13.91433965677233,9.646847171136061,-9.86392160719078,-13.0
54,-3.9563280390240343,3.4203783921911155,-14.203631372017979,10.541330269554978,-8.935892491567987,-12.0
55,-4.636203022641302,1.866657630053085,-14.391269366546068,8.141285007727653,-8.208803594185273,-13.0
56,-4.876261043702508,2.2776147224851626,-15.614738989110425,8.575488679083286,-7.191595117689099,-12.0
57,-5.4718871515317895,3.258456337156455,-16.00505223850281,7.951773177535907,-8.202257965019443,-13.0
58,-4.667742865314478,2.077218457220382,-17.44993562535186,5.926841346028878,-7.65433029418377,-14.0
59,-4.794538243361792,0.5428289722879209,-17.783220768511754,6.879188076677234,-6.485789031651557,-15.0
60,-5.2160693257484185,1.0938353962329646,-16.254932418863277,7.629074971977344,-7.130464253901484,-14.0
61,-4.931111907839213,0.0686582483164111,-16.641592003676983,8.040461954566993,-5.944985480402201,-13.0
62,-4.072380992232728,-1.593891793486977,-15.847148908095642,8.579882642631151,-4.769141746731089,-14.0
63,-2.9475964685963154,-2.4797567604985122,-15.271312214847313,8.150257554705943,-6.027492755020103,-15.0
64,-2.3304539469696124,-3.166504021758193,-15.534078384768836,6.541773130863125,-5.0451566546746935,-16.0
65,-2.4098652179477065,-1.7751433670651777,-15.958423113456853,7.099259338335947,-6.023850597796024,-17.0
66,-1.9224278717137862,-2.185473706047322,-16.155986628921713,8.1734021896407,-6.537902095410363,-18.0
67,-1.569678006760167,-2.4962102508570365,-16.334473034617446,9.25242138045954,-5.605972165327103,-19.0
68,-0.5169733277105251,-3.8839752314381153,-17.184074332292653,10.09826063414476,-4.344685215663923,-20.0
69,1.2416152110199186,-4.130761197301307,-17.97316823130653,11.217972748028348,-3.4683171204250174,-19.0
70,0.8005734814494416,-3.9272459854366626,-17.742462572375143,10.408224770162098,-4.408424108680908,-20.0
71,1.1653480225879835,-5.0929544430443965,-15.860143993977585,11.07369472360922,-4.94684005167454,-19.0
72,0.3415402752394425,-3.510597543648638,-14.920871352144788,11.266147783055333,-3.7765197079368065,-18.0
73,1.2928026845350802,-2.4535853727846955,-14.669115666716046,11.716292844569931,-4.8900897304825985,-19.0
74,2.1930450037893867,-3.583954646323345,-14.443654368149282,11.679447148247274,-5.520706836641347,-18.0
75,2.82038592749001,-2.963015608890157,-12.934874293516605,12.05552697588029,-6.489217332210723,-19.0
76,4.436030468492361,-1.2747501434244504,-11.41362195733085,11.661370832794136,-6.087860848514883,-18.0
77,2.041100052155559,0.07429087388480671,-9.001746428172838,12.728993169700562,-7.094839727242569,-19.0
78,1.3612260647755718,-0.7914667120536352,-9.007102118123854,12.629372024378155,-5.8315177253814845,-20.0
79,-0.9931998806722677,0.5003507084611001,-7.538504507380954,13.856017659417825,-5.284635004797266,-21.0
80,-1.557293019018712,1.3633099085102351,-7.356461205525901,14.832113980584573,-6.528736685696128,-22.0
81,-1.841671814386834,2.8592085203022277,-9.405055817342614,14.930404228085616,-5.915500924998558,-23.0
82,-1.1422128625222498,3.0394093643669033,-9.327310467484697,14.031857252196446,-4.68613552413483,-24.0
83,-1.9826855664500949,3.1223955881237084,-9.45128656410576,15.192512615729136,-3.4501107465767085,-23.0
84,-1.0829674400087201,2.8852102687118366,-8.192613005932783,14.714769909858843,-4.345196075925697,-22.0
85,-1.1963118375156685,2.336001603462607,-7.206174128330304,13.58038817864138,-4.635349702957855,-23.0
86,-0.7218495177757416,3.1397688937308,-6.600124232631522,14.497345508134991,-3.483036642342474,-24.0
87,-0.6857338908085346,2.68553141920926,-6.644277235973427,14.469266704383093,-3.556258206199344,-25.0
88,0.3521780957656415,3.6646345372513816,-7.807987509969271,15.513587067134829,-2.6625475333230004,-26.0
89,0.5630791785563403,3.3032150366100472,-5.912772855060223,16.51093298486214,-3.935573246627027,-25.0
90,0.920756729762009,4.951501416992219,-5.244406771053021,16.778078681601873,-4.8430661939482125,-26.0
91,2.455332197137749,4.110475866711644,-5.636594202674221,17.843338022055825,-3.6138897206952176,-27.0
92,4.618307858724124,5.011526675547825,-4.309431654569054,18.57824209862905,-4.808071216900187,-26.0
93,4.340347824687018,6.389540311703619,-2.6863101340454074,19.293828661611077,-3.87282460146434,-27.0
94,5.071560051343596,6.203408378942098,-3.983458373841895,19.684508857131163,-2.590162420382093,-26.0
95,3.4967031942735955,6.225222207005863,-4.237168453627984,20.676312187477855,-1.4884908592557764,-27.0
96,2.4585985654496003,7.796472678798081,-4.655477668292668,21.1507374353451,-0.6577246935741327,-28.0
97,0.46426512083043603,8.971677108704858,-3.5304528339699983,21.928892013256238,-1.7783589179894985,-27.0
98,1.4801909091497714,10.323519174873672,-3.6977235245343807,22.735879966369502,-0.7331121804445664,-28.0
99,1.4116574530309036,10.774865984646135,-3.4045759803126825,22.52086060278241,0.5057400295113843,-27.0
100,-0.06819062005721532,9.675752759597145,-2.20685835656752,22.413896945292006,-0.666826624756365,-26.0
101,-0.7254159483036435,9.307550160377238,-3.2828267262356334,22.344605412612307,-0.1467094793411744,-25.0
102,-1.7304099443219638,10.751668024154784,-1.8594025298306696,19.667677011311213,-1.1846984505542428,-24.0
103,-1.2139549360130277,11.190560304422686,-2.7984123641213685,19.0014233283031,-0.26397103220597484,-25.0
104,-1.0619548544451303,11.138366345799362,-2.64438553254334,18.47788599793203,0.4220589398699931,-26.0
105,-1.981086582237626,10.811242140644636,-3.2947666565174734,17.092482005947996,1.1187551168410463,-25.0
106,-0.7166589650217794,12.239349784731626,-4.151997401914752,16.558080384761517,-0.05558638187576004,-24.0
107,-1.7972605372150376,13.668768145855129,-4.5389929685514065,16.126996038007565,0.922132005877999,-25.0
108,-1.9223890346726833,15.246876718661909,-4.464533198909413,17.39677770352211,-0.34646543233281213,-24.0
109,-0.6652707276227547,15.768419874518864,-5.943896466836202,16.38474387825915,0.5225475701656775,-23.0
110,0.012680902236066216,15.086374439756877,-4.604303369998407,16.05364489038692,-0.06000083938350631,-24.0
111,0.7242140842077812,14.448091470689873,-4.9883489108342705,16.958051320222232,-0.9956503224684473,-25.0
112,1.2478520993022344,15.910566256873544,-4.76605729914373,16.29531649375244,-0.3293490195355646,-26.0
113,2.0148431263411277,16.964423231119454,-3.771525291151058,16.56226886023481,-0.12139096913759881,-25.0
114,1.8918319337953728,18.141175073287062,-4.041052384706028,15.799620113844009,1.1514978034663197,-26.0
115,1.9195659016593252,16.489376646877247,-5.085323452030948,15.858674834412792,2.298353323095709,-25.0
116,2.0069501585799396,16.30482093684667,-4.1133352952477304,15.362917013608193,3.5337007206729414,-24.0
117,0.49623550803274186,15.862274785989355,-3.6766409966405833,14.561178861558487,2.5511502977581575,-23.0
118,-0.5192612627857185,15.381648944394229,-4.718500285988121,14.555175863269843,1.3211506925562362,-24.0
119,2.4567105301203602,15.374024392709032,-4.4109226872626905,14.366428584565725,2.2565507526427537,-23.0
120,2.676219409431607,14.893613315809322,-4.131374624162065,14.363000224799096,3.011323706981039,-24.0
121,2.4080252397284183,15.168237324917452,-3.9294761639173608,13.939855119763093,2.087247711961846,-23.0
122,2.8010631133843997,15.585721652548498,-3.817929743225755,13.987876099749966,2.8048312132270086,-24.0
123,4.480183678242813,15.955070893563814,-5.278375889026593,14.979645673885098,4.027361342231324,-23.0
124,3.9739929140745605,17.6804474956713,-6.435178525167485,13.31190893979099,3.1880142689692588,-22.0
125,3.22859596614879,16.786022418097282,-7.970107079188569,14.106411466529478,4.178718255407297,-23.0
126,3.0767382865194137,17.77527067246334,-7.114587173004063,14.472646159193705,3.641828193578309,-22.0
127,2.834293810361425,18.678474300378305,-7.215249727327744,13.886569680503415,4.305554968405992,-23.0
128,3.6083801875637813,17.326403424167538,-7.573146269284348,14.151082753021209,5.227392033379279,-24.0
129,4.018107963155586,18.49216344753201,-7.008075525640782,13.404176281341964,6.496979884648424,-23.0
130,4.97515847672879,17.070989524094877,-6.111186472138337,12.553402864313664,5.276493953777585,-22.0
131,5.477832738660421,17.582055892053692,-7.685186269807652,11.836734809662008,4.046589684163058,-21.0
132,7.110863228618907,18.016444075749504,-9.250686352425245,10.846345418475785,4.778883435266464,-22.0
133,6.5378644076422265,17.038821813765217,-8.226326524242303,12.009497410311903,5.882275079876985,-21.0
134,7.353624484580407,16.942013916591545,-6.467454660263515,12.836707295569889,7.0321790067860155,-20.0
135,8.33960161292134,15.218619798805907,-7.27034448415946,14.006271190355779,6.225284723935512,-21.0
136,10.449732162840661,16.240580489744936,-7.28749452536287,12.515248468844156,5.583158679942934,-22.0
137,10.161488091339308,16.761505867022965,-6.123722868245342,13.13813209834524,6.624895200486948,-21.0
138,8.758264780651254,15.387339869095236,-7.187730727822681,11.813017598136824,7.702886614317981,-20.0
139,9.065577075291086,16.853674319499213,-8.148540913320687,11.494101475449146,6.851064387096529,-21.0
140,8.213336804687644,16.129940236784606,-7.951023883324707,11.15738116891351,7.8241452300071375,-20.0
141,7.198297968962285,17.445111006080545,-8.305514134031105,12.437664303712623,7.028761440506282,-21.0
142,8.008549142391749,15.828079515527296,-9.702002103527146,11.301338352114525,6.018509143394294,-20.0
143,6.652206715763616,14.550485542567436,-9.243716717268091,8.865844932259852,4.800472662186359,-19.0
144,6.603957992136893,13.138105205459135,-10.495605673896426,9.869739882078482,5.7699414416196895,-20.0
145,5.412552857418634,11.59535823121303,-11.570518701485653,9.945361786960744,6.391754968658409,-19.0
146,7.5546732784228965,10.042520841867779,-10.996845406254764,9.54804516989653,5.13330806839311,-18.0
147,8.724337240158485,10.173513806693089,-10.102055388483377,9.283053668860214,4.639794565556572,-19.0
148,7.8790354442094745,10.653521105482298,-10.11155420113272,9.90794861235948,5.514584617270361,-18.0
149,7.83693196560886,8.970423689589412,-9.265039386273408,9.936292403956463,6.562002825982859,-17.0
150,7.955833037708006,8.127911219808343,-9.57242569517424,10.510751989659203,5.274904430640553,-16.0
151,7.157525975560285,7.716239353819426,-11.789815651469237,11.148301842776839,6.115964312468143,-17.0
152,8.93169861263608,7.731953294941798,-11.348242397168361,11.79130829208389,6.968865541314303,-16.0
153,10.080637862961728,9.05979188799993,-12.512443876085781,12.04604526932873,5.6920087258618395,-17.0
154,8.580945211277044,9.360471285733437,-12.27477231098876,13.325701500533555,6.878188650358697,-16.0
155,9.02338931630098,8.049047431705759,-10.925651652588055,14.049870689148644,5.639235389272065,-17.0
156,10.172965011340002,6.6252851392702,-8.822696399157902,13.059464838312653,4.686543644439597,-16.0
157,9.234563839016435,5.984740682248467,-8.065215759178882,12.752336282679241,5.744675493546724,-15.0
158,7.554408813557076,6.6759909021945365,-8.632893734349263,11.819140776685575,4.454548688179003,-16.0
159,7.967264144823441,5.463865410541781,-6.705296448647153,12.866316587210967,5.546320626849102,-15.0
160,9.659957916009635,6.5697639899509035,-6.237196828494672,12.07097982353133,6.657032412219983,-16.0
161,7.786307657651155,5.700643873876115,-6.8334199060092295,13.197083211969824,5.509952289722219,-15.0
162,8.734677966746082,7.308248984507671,-7.592156823349394,13.760888354675735,4.694218828869844,-16.0
163,8.053130169661653,7.757173801070782,-6.9223809195266455,12.473868760008362,4.166478477758745,-17.0
164,9.394245285667374,8.553724843966032,-5.9512777768591265,12.634330428868699,2.884723226200504,-16.0
165,9.625877405631538,9.776991415388856,-3.7813524340598024,10.198862468933527,2.2536579320506185,-17.0
166,10.60147031687298,9.490143249144227,-3.752464738227702,9.463546952396227,1.0791955075354622,-16.0
167,10.854705049416074,10.965687561297504,-2.8703612524615565,8.727307483461354,2.1704936192784663,-17.0
168,11.327392271061582,10.61876548567611,-1.1348754293072865,9.355986246920699,0.9768069050399806,-16.0
169,13.936739361124673,10.918469239930952,-1.3384382265993748,9.262936965245768,-0.2625148358655933,-17.0
170,15.59543276504221,10.308378235495688,-1.1686574360428086,9.073366899664755,0.7219097311478953,-18.0
171,16.422574983045518,8.93380606692648,0.40369631828003816,8.888131600565677,1.7960743666042291,-19.0
172,17.49709513023361,8.446527016669513,1.6601981642334083,8.132315239534346,2.8563083534442555,-20.0
173,16.968804747490292,7.938549606207026,2.9279594554496384,8.62041647358087,1.8008360384844493,-19.0
174,16.679031272819756,8.037432563395091,4.2098272137095964,7.176052321335452,0.5701620719033993,-20.0
175,17.624561900069207,7.642783054509807,3.1984911797684683,6.628010907047485,-0.6821598489617382,-21.0
176,17.03647701090485,8.75918029801194,2.5645234909956973,6.247934213092276,-1.1912956470338063,-20.0
177,16.504536005881764,8.025966278928,1.2605303650317234,6.525945923933337,-0.25387992144155447,-19.0
178,18.3476415907347,8.565387781323382,2.8986045473385866,7.475695420547168,-1.4874345944992826,-18.0
179,18.973091733693195,8.973197486938755,4.031937182791519,7.06535557513943,-0.4613783617408609,-19.0
180,18.599385783475885,9.314154073669025,3.1511028367073237,7.260795872453876,0.7348792386463789,-18.0
181,19.60406047346138,7.709728720529262,2.6291200273626174,7.051014065555413,1.2651389139360087,-19.0
182,18.759341159084286,6.976993287091214,2.3480894953331997,6.580864625004892,2.350781545919511,-18.0
183,18.785604176567773,6.669874133716539,3.454296441616431,7.323147215570188,1.21299761645634,-19.0
184,18.221728602202518,8.035885519405774,3.8060085572306024,7.495396176354522,2.42272289790945,-20.0
185,18.159157231061805,6.37400977827448,4.318075322889703,7.4271048541678075,3.6678906762346877,-21.0
186,18.11883742426815,5.066997008850514,5.110991045561436,6.389694250540303,4.712683607438501,-20.0
187,16.723231041139716,4.8187693697981455,4.644964884618287,6.026316438774402,3.561780943670774,-21.0
188,15.896474677848412,5.529959260501832,4.891239297574605,7.1003745115768755,4.6916491780552505,-20.0
189,16.51503269334644,4.5292947895645765,7.101794793589184,8.18762463480676,3.6088536061144105,-21.0
190,15.237787009580805,4.341310978092987,7.047164406523863,9.263943749691457,2.4924081713532953,-22.0
191,15.294050682391065,2.8086324975917365,6.1975591078179,9.300295732063017,1.9039675110809249,-23.0
192,16.97314947536387,2.858074117869498,8.160197758193773,8.103931383140942,0.8875310974650341,-22.0
193,15.324814995463584,3.701390148834192,8.290313953489278,7.9527953242777505,1.9937571422905631,-21.0
194,14.205558063891832,3.990435884895661,8.409022363080732,8.742406289305947,0.7843603267604664,-20.0
195,14.485058325490606,4.63194285378428,9.192567788648402,9.632999683612752,-0.05596729938220191,-19.0
196,13.940262958566318,6.359691779074118,9.355275917457291,9.417868648054673,0.9686442854717888,-20.0
197,14.182097885306698,5.215767119524106,11.466155577595458,8.932451909328208,1.7494549625793887,-21.0
198,13.95421219066395,6.551180425760707,10.71769109288838,8.413462951244815,1.1256526932604962,-22.0
199,14.314026373541717,5.858059472440008,10.24777448372065,7.720474641061967,1.8407221977341606,-23.0
200,13.638785198452853,5.1328502339189015,10.746143354598713,8.916405767406447,0.7775475651173698,-24.0
201,13.188598118545658,4.456533759321871,9.54934689183846,9.685341563856495,2.037546280702669,-25.0
202,12.588042575129421,3.144936587660829,8.760934586523836,10.952644441960496,0.849915002064842,-26.0
203,12.829324099816773,1.7367648637812207,8.956535235889122,11.482106264067804,1.9663848949764398,-27.0
204,12.016193865666201,0.793294881330387,11.306359486390985,10.675064187451856,0.7156331343599007,-28.0
205,12.788320374856417,1.8287986232876818,10.153301864766808,8.850910531323649,1.7255203933757317,-29.0
206,13.193638510241474,1.9735129098586794,10.711633090401275,8.571100294542829,2.976215342860832,-28.0
207,11.872926110691962,1.7537549468778346,10.284169673975194,8.856873083837455,3.597325362821933,-27.0
208,11.678697018998216,2.7967326331538196,10.54678381532011,8.736749226929726,2.5652245887550933,-28.0
209,12.301376720953964,4.331574838191842,11.47647330137852,9.884817290508623,3.7099016133805494,-27.0
210,11.129329729578789,4.966307728725008,10.68577324448156,9.202867060842403,2.56952642641337,-26.0
211,11.094952832663694,3.472174485177066,9.784188945741686,7.97076892180562,1.8692242772560745,-27.0
212,11.442317955276744,5.1710626028313875,10.398156467209578,8.225322124299352,2.971592389822759,-26.0
213,12.795374260081871,3.470048259241818,13.164551914827937,8.965132798561541,4.2075420688735905,-27.0
214,11.661381899705077,2.211398351561433,12.319159452199024,9.951090482258786,5.102123918058619,-26.0
215,11.353248667219704,2.1792372601197894,12.076400743760306,9.410125661061885,4.4756210319197445,-25.0
216,10.273450130492567,1.9898484297612105,12.511543710652578,9.758997094592376,3.4464435331704277,-26.0
217,10.585790413807338,0.28868554386088996,12.338430682748381,9.089059918161876,4.5027086962918546,-25.0
218,12.095620115351004,1.5903990615934607,11.377214087616377,9.494384099354841,5.157297362708997,-26.0
219,12.10599320609289,2.464632779711358,12.401063048364216,10.523196791367614,4.2184968590437935,-27.0
220,13.247013140894577,2.7727029285289158,13.127846572706497,11.402771790532489,5.16053536754514,-28.0
221,14.023727590874591,2.9478041741503174,12.782094008053155,12.540831052425965,4.059252935502866,-29.0
222,13.979716657731743,1.2654264524990957,13.218970222122257,12.998161113486995,5.035485687719768,-28.0
223,13.28262387136833,1.6342168685181442,13.065456624619687,12.996562257228968,4.30649166694901,-29.0
224,13.96983362491762,2.1067766212645083,12.717919397614285,11.377593018877317,3.3328321037916426,-30.0
225,13.385200576273073,0.6556730869440541,13.731330503210433,10.427321425113016,2.2908872237034856,-31.0
226,13.390104923298942,-0.28684549176276575,13.483803688430788,10.061115655938643,3.1747993915095987,-32.0
227,14.452502339608106,-0.5364102102745403,13.231654503806721,9.815182529714155,4.207971116099215,-33.0
228,14.691003404053168,-1.3513807173158097,15.329197294973362,9.15303563054067,3.0477765192480217,-32.0
229,15.482566538586623,-1.0595177957481683,14.841835726822158,9.078543942751415,3.4784125965017085,-33.0
230,15.456598318816608,-1.0917252514965783,13.836931049924168,8.355941363465313,4.583607163854516,-32.0
231,14.66705923477159,0.07080680330247535,12.836035646116049,9.292861366237522,5.642854603996604,-31.0
232,14.685024741403282,1.250999455937496,12.550465827492472,9.63762842054882,4.76154525505049,-30.0
233,14.505785515980335,0.5713497178900875,13.040079018840178,9.410231400951677,3.6748560122323037,-29.0
234,16.698626721617856,0.8751170650064081,13.007322693607613,9.799586879618351,4.845295111569155,-30.0
235,17.215798864733287,2.178904811609265,11.456730462362419,9.346304251207162,3.862761010892076,-29.0
236,16.5930643641199,3.7712581756691685,9.619905009202528,9.025208978775362,2.57305385383369,-28.0
237,17.030481848560367,5.4646708963327235,10.482238733554343,9.732449522213349,3.7948909441809695,-29.0
238,16.533425345008407,5.773946817033335,10.699682126359379,8.154325656859585,2.66281941909618,-30.0
239,17.10751125498717,5.828785823988968,11.916423309671353,8.18154010557479,1.4091998679638869,-31.0
240,19.756158747695256,5.595239189090283,12.06058331629024,7.092124549543692,2.5759991414101613,-32.0
241,20.138708619065596,7.099861132280961,13.324179253305628,7.303875284892339,3.7219980447627328,-31.0
242,19.111501763271757,6.110704567139152,13.050640278925258,6.121509530946719,2.880439572994164,-30.0
243,19.055256209922405,5.748159309705687,13.454445529167256,4.240721377017215,4.1341553565125695,-31.0
244,19.590702331223117,4.890928000459653,14.280421199434723,5.277826554804072,3.0397424094481127,-32.0
245,18.730765302004393,6.520146873604873,16.753378761934293,4.938854853790874,2.390660461362285,-33.0
246,17.01947577026113,5.193652918805068,17.044197254799766,5.479612020680831,1.1329932134770242,-34.0
247,15.819526462503159,5.077396474712677,17.171846966229523,5.188918848446529,0.555729409343675,-33.0
248,14.67367826218809,6.012852088716642,17.655698850919137,5.205844928258691,-0.41537514510755247,-34.0
249,14.568899479364518,5.310732499305828,18.341530287378582,4.989076406357227,0.8203980449231925,-35.0
250,15.777127060074854,6.211061461557385,20.441639773146097,5.894822120140116,2.0524385402532452,-34.0
251,14.271463081233293,6.067383436262151,20.758671315342657,5.630031864302035,3.1685908403855043,-35.0
252,15.728956990010133,5.835172566284113,20.271701593193516,3.539340086245241,4.428524462703327,-34.0
253,15.887392802657974,6.297624451417251,19.533012132175333,2.651362555945894,5.572634424023845,-35.0
254,14.999382025453396,6.8164290390226965,18.8558995625116,3.7962129247189256,4.490938765057603,-34.0
255,14.793943813490156,6.924087807586867,19.814321656610748,3.649145711419345,5.7673980361440265,-35.0
256,14.672544858103928,6.102772894132849,17.939944596541,4.281239191139192,7.021233463446772,-36.0
257,14.464207308701415,7.322696119946272,18.016685657584954,3.9266929107297877,6.183952641503901,-37.0
258,15.036312341926667,5.880526381866128,17.690361618258585,1.78756979947942,5.299312634932615,-36.0
259,14.78565563203447,6.277978337260753,18.67183241432469,0.26659513509747,4.9274186603490415,-37.0
260,14.673116368648504,5.874145988530697,18.125032668180125,1.4172925251719348,6.021878068276437,-38.0
261,15.631370763455308,5.976342830592904,17.813044795195072,1.2463114879403643,4.789695379450858,-39.0
262,13.783854205575222,7.594201615061961,19.35722478414086,1.86097095572303,3.58292961022205,-38.0
263,12.827661283704234,6.636428168320133,18.24680091242266,2.2598879447599525,3.1570354894374635,-37.0
264,13.283248882171696,7.23814474816107,18.918560796579506,1.5863453200511721,3.729092947578071,-36.0
265,13.1631063788311,7.285032113444698,18.054697124523322,1.3462688889754817,2.8240789411211633,-35.0
266,12.565119465545639,5.599857717478671,18.920130024509312,0.2859320916620629,2.2553507673908855,-36.0
267,10.70871973599272,7.054968887341417,19.715066404622068,-0.6892206341372387,3.2497092364219538,-37.0
268,9.824479838254392,8.05983972786331,19.005225999457583,-0.3369037632530179,2.5454006958733766,-38.0
269,10.105044246398018,9.060498683122391,17.0627916077974,0.05646117273076107,3.498581624464429,-37.0
270,9.566213426221141,9.19112528619177,17.20692364974603,0.2659785321297696,2.6842083560306547,-36.0
271,8.990179514125426,8.06966610992519,16.064740488183265,-1.493316707157643,1.621632876413742,-35.0
272,9.650683194142918,7.97249013843342,14.353172743156774,-1.475026629128351,2.579464865398605,-36.0
273,9.52505236590697,7.214430857096436,14.590080647504163,-2.684142518549498,1.7043275622219434,-35.0
274,8.83927433811626,6.188271474215428,14.027662147603598,-5.331165418639093,0.4138915369001459,-36.0
275,8.301526301268364,5.8141923685968635,12.357473663206218,-6.675330532275373,1.2876943859169871,-35.0
276,6.740488258973773,5.059350606112437,12.902436520056396,-5.701761709121884,0.3190440845425504,-34.0
277,7.20295965984338,5.482985163109848,12.885568823205416,-5.761957785735878,1.4661209353597489,-35.0
278,7.485686715384958,5.142864343057892,13.588466776501871,-4.569343950442576,0.333038620490397,-36.0
279,8.634523458358817,6.657134705298893,13.070409684023401,-3.8112557951128947,1.576511763884494,-35.0
280,7.736814165336578,6.652206720416062,12.837916914815692,-2.970749792075382,2.8603386029118534,-34.0
